Species,coef,pval,qval
Agrobacterium.tumefaciens,-2.106740901,4.56E-09,1.28E-05
Vallitalea.pronyensis,-2.106740901,4.56E-09,1.28E-05
Gemella.haemolysans,-2.106740901,4.56E-09,1.28E-05
Pseudothermotoga.hypogea,-2.106740901,4.56E-09,1.28E-05
Selenomonas.ruminantium,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.elgii,-2.106740901,4.56E-09,1.28E-05
Imperialibacter.roseus,-2.106740901,4.56E-09,1.28E-05
Comamonas.testosteroni,-2.106740901,4.56E-09,1.28E-05
Hymenobacter.sp..HDW8,-2.106740901,4.56E-09,1.28E-05
Hathewaya.histolytica,-2.106740901,4.56E-09,1.28E-05
Streptomyces.tendae,-2.106740901,4.56E-09,1.28E-05
Mycolicibacterium.aurum,-2.106740901,4.56E-09,1.28E-05
Streptomyces.tirandamycinicus,-2.106740901,4.56E-09,1.28E-05
Legionella.geestiana,-2.106740901,4.56E-09,1.28E-05
Bacteroides.sp..D2,-2.106740901,4.56E-09,1.28E-05
Tepidibacter.hydrothermalis,-2.106740901,4.56E-09,1.28E-05
Cryobacterium.sp..SO1,-2.106740901,4.56E-09,1.28E-05
Loigolactobacillus.bifermentans,-2.106740901,4.56E-09,1.28E-05
Paludibacterium.paludis,-2.106740901,4.56E-09,1.28E-05
Auritidibacter.ignavus,-2.106740901,4.56E-09,1.28E-05
Allocoprobacillus.halotolerans,-2.106740901,4.56E-09,1.28E-05
Mycolicibacterium.hassiacum,-2.106740901,4.56E-09,1.28E-05
Shewanella.vesiculosa,-2.106740901,4.56E-09,1.28E-05
Streptomyces.venezuelae,-2.106740901,4.56E-09,1.28E-05
Mycobacterium.malmoense,-2.106740901,4.56E-09,1.28E-05
Hymenobacter.swuensis,-2.106740901,4.56E-09,1.28E-05
Aeromonas.simiae,-2.106740901,4.56E-09,1.28E-05
Sedimentibacter.sp..MB31.C6,-2.106740901,4.56E-09,1.28E-05
Bradyrhizobium.sp..BTAi1,-2.106740901,4.56E-09,1.28E-05
Christiangramia.echinicola,-2.106740901,4.56E-09,1.28E-05
Dysgonomonas.capnocytophagoides,-2.106740901,4.56E-09,1.28E-05
Candidatus.Arthromitus.sp..SFB.mouse.NL,-2.106740901,4.56E-09,1.28E-05
Alkaliphilus.oremlandii,-2.106740901,4.56E-09,1.28E-05
Winogradskyella.sp..J14.2,-2.106740901,4.56E-09,1.28E-05
Flavisolibacter.tropicus,-2.106740901,4.56E-09,1.28E-05
Caloramator.sp..E03,-2.106740901,4.56E-09,1.28E-05
Caldicellulosiruptor.naganoensis,-2.106740901,4.56E-09,1.28E-05
Methylobacterium.aquaticum,-2.106740901,4.56E-09,1.28E-05
Mesoterricola.sediminis,-2.106740901,4.56E-09,1.28E-05
Polynucleobacter.sp..AP.Sving.400A.A2,-2.106740901,4.56E-09,1.28E-05
uncultured.Ilyobacter.sp.,-2.106740901,4.56E-09,1.28E-05
Gudongella.oleilytica,-2.106740901,4.56E-09,1.28E-05
Rugosibacter.aromaticivorans,-2.106740901,4.56E-09,1.28E-05
Winogradskyella.forsetii,-2.106740901,4.56E-09,1.28E-05
Thermoflexus.hugenholtzii,-2.106740901,4.56E-09,1.28E-05
Sphingomonas.sp..FARSPH,-2.106740901,4.56E-09,1.28E-05
Pseudodesulfovibrio.mercurii,-2.106740901,4.56E-09,1.28E-05
Lactobacillus.intestinalis,-2.106740901,4.56E-09,1.28E-05
Mycolicibacterium.neoaurum,-2.106740901,4.56E-09,1.28E-05
Selenomonas.sp..TAMA.11512,-2.106740901,4.56E-09,1.28E-05
Mesorhizobium.sp..L.8.3,-2.106740901,4.56E-09,1.28E-05
Caldicellulosiruptor.morganii,-2.106740901,4.56E-09,1.28E-05
Streptomyces.griseus,-2.106740901,4.56E-09,1.28E-05
Opitutus.sp..GAS368,-2.106740901,4.56E-09,1.28E-05
Comamonas.flocculans,-2.106740901,4.56E-09,1.28E-05
Slackia.heliotrinireducens,-2.106740901,4.56E-09,1.28E-05
Chryseobacterium.sp.,-2.106740901,4.56E-09,1.28E-05
Gallaecimonas.sp..GXIMD4217,-2.106740901,4.56E-09,1.28E-05
Candidatus.Arthromitus.sp..SFB.mouse,-2.106740901,4.56E-09,1.28E-05
Bifidobacterium.breve,-2.106740901,4.56E-09,1.28E-05
Flavobacterium.album,-2.106740901,4.56E-09,1.28E-05
Chryseobacterium.sp..wdc7,-2.106740901,4.56E-09,1.28E-05
Ruminiclostridium.cellulolyticum,-2.106740901,4.56E-09,1.28E-05
Oceanobacillus.sp..FSL.K6.3682,-2.106740901,4.56E-09,1.28E-05
Chitinophaga.sp..XS.30,-2.106740901,4.56E-09,1.28E-05
Bacteroides.eggerthii,-2.106740901,4.56E-09,1.28E-05
Phenylobacterium.sp..NIBR.498073,-2.106740901,4.56E-09,1.28E-05
Bifidobacterium.subtile,-2.106740901,4.56E-09,1.28E-05
Algoriphagus.sp..NBT04N3,-2.106740901,4.56E-09,1.28E-05
Megasphaera.hexanoica,-2.106740901,4.56E-09,1.28E-05
Eggerthella.sp..YY7918,-2.106740901,4.56E-09,1.28E-05
Pseudomonas.sp..KU43P,-2.106740901,4.56E-09,1.28E-05
Tichowtungia.aerotolerans,-2.106740901,4.56E-09,1.28E-05
Gelria.sp..Kuro.4,-2.106740901,4.56E-09,1.28E-05
Cyclobacterium.amurskyense,-2.106740901,4.56E-09,1.28E-05
Ralstonia.solanacearum,-2.106740901,4.56E-09,1.28E-05
Mucilaginibacter.sp..SJ,-2.106740901,4.56E-09,1.28E-05
Tardiphaga.sp..42S5,-2.106740901,4.56E-09,1.28E-05
Aureibaculum.algae,-2.106740901,4.56E-09,1.28E-05
Xiamenia.xianingshaonis,-2.106740901,4.56E-09,1.28E-05
Rothia.mucilaginosa,-2.106740901,4.56E-09,1.28E-05
Vibrio.quintilis,-2.106740901,4.56E-09,1.28E-05
Pedobacter.sp..BS3,-2.106740901,4.56E-09,1.28E-05
Nonomuraea.coxensis,-2.106740901,4.56E-09,1.28E-05
Desulfococcus.multivorans,-2.106740901,4.56E-09,1.28E-05
Kitasatospora.sp..CM.4170,-2.106740901,4.56E-09,1.28E-05
Novosphingobium.sp..KACC.22771,-2.106740901,4.56E-09,1.28E-05
Trueperella.pecoris,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..URB8.2,-2.106740901,4.56E-09,1.28E-05
Brevibacillus.sp..WF146,-2.106740901,4.56E-09,1.28E-05
Bifidobacterium.pullorum,-2.106740901,4.56E-09,1.28E-05
Proteus.hauseri,-2.106740901,4.56E-09,1.28E-05
Mangrovibacterium.marinum,-2.106740901,4.56E-09,1.28E-05
Parabacteroides.faecis,-2.106740901,4.56E-09,1.28E-05
Alicyclobacillus.sp..SO9,-2.106740901,4.56E-09,1.28E-05
Herbaspirillum.robiniae,-2.106740901,4.56E-09,1.28E-05
Proteiniphilum.saccharofermentans,-2.106740901,4.56E-09,1.28E-05
Pseudoalteromonas.piscicida,-2.106740901,4.56E-09,1.28E-05
Sporosarcina.sp..Marseille.Q4943,-2.106740901,4.56E-09,1.28E-05
Lacipirellula.parvula,-2.106740901,4.56E-09,1.28E-05
Desulfatibacillum.aliphaticivorans,-2.106740901,4.56E-09,1.28E-05
Sinorhizobium.alkalisoli,-2.106740901,4.56E-09,1.28E-05
Ruminiclostridium.herbifermentans,-2.106740901,4.56E-09,1.28E-05
Aeromicrobium.marinum,-2.106740901,4.56E-09,1.28E-05
Marinobacter.nauticus,-2.106740901,4.56E-09,1.28E-05
Streptomyces.sp..HM190,-2.106740901,4.56E-09,1.28E-05
Sinorhizobium.chiapasense,-2.106740901,4.56E-09,1.28E-05
Fulvitalea.axinellae,-2.106740901,4.56E-09,1.28E-05
Akkermansia.massiliensis,-2.106740901,4.56E-09,1.28E-05
uncultured.Hyphomonas.sp.,-2.106740901,4.56E-09,1.28E-05
Aeromonas.veronii,-2.106740901,4.56E-09,1.28E-05
Klebsiella.grimontii,-2.106740901,4.56E-09,1.28E-05
Thomasclavelia.spiroformis,-2.106740901,4.56E-09,1.28E-05
Aggregatimonas.sangjinii,-2.106740901,4.56E-09,1.28E-05
Mucilaginibacter.sp..21P,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.borealis,-2.106740901,4.56E-09,1.28E-05
Methanothrix.harundinacea,-2.106740901,4.56E-09,1.28E-05
Clostridium.tyrobutyricum,-2.106740901,4.56E-09,1.28E-05
Muribaculum.intestinale,-2.106740901,4.56E-09,1.28E-05
Homo.sapiens,-2.106740901,4.56E-09,1.28E-05
Gordonibacter.pamelaeae,-2.106740901,4.56E-09,1.28E-05
Pedobacter.aquae,-2.106740901,4.56E-09,1.28E-05
Methylobacillus.flagellatus,-2.106740901,4.56E-09,1.28E-05
Capnocytophaga.sp..oral.taxon.878,-2.106740901,4.56E-09,1.28E-05
Breoghania.sp.,-2.106740901,4.56E-09,1.28E-05
Butyricimonas.faecihominis,-2.106740901,4.56E-09,1.28E-05
Selenomonas.dianae,-2.106740901,4.56E-09,1.28E-05
Saccharomonospora.xinjiangensis,-2.106740901,4.56E-09,1.28E-05
Alkalitalea.saponilacus,-2.106740901,4.56E-09,1.28E-05
Clostridium.felsineum,-2.106740901,4.56E-09,1.28E-05
Ruminococcus.bicirculans..ex.Wegman.et.al..2014.,-2.106740901,4.56E-09,1.28E-05
Prosthecochloris.sp..HL.130.GSB,-2.106740901,4.56E-09,1.28E-05
Methylosinus.sp..C49,-2.106740901,4.56E-09,1.28E-05
Dehalococcoides.mccartyi,-2.106740901,4.56E-09,1.28E-05
Vagococcus.penaei,-2.106740901,4.56E-09,1.28E-05
Sphingopyxis.sp..PAMC25046,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..SYP.B4298,-2.106740901,4.56E-09,1.28E-05
Mycobacterium.xenopi,-2.106740901,4.56E-09,1.28E-05
Acetohalobium.arabaticum,-2.106740901,4.56E-09,1.28E-05
Actinacidiphila.bryophytorum,-2.106740901,4.56E-09,1.28E-05
Nocardioides.sp..W7,-2.106740901,4.56E-09,1.28E-05
Spirochaeta.africana,-2.106740901,4.56E-09,1.28E-05
Vitreoscilla.massiliensis,-2.106740901,4.56E-09,1.28E-05
Sanguibacter.sp..HDW7,-2.106740901,4.56E-09,1.28E-05
Acholeplasma.laidlawii,-2.106740901,4.56E-09,1.28E-05
Trichlorobacter.lovleyi,-2.106740901,4.56E-09,1.28E-05
Thiothrix.lacustris,-2.106740901,4.56E-09,1.28E-05
Kosakonia.sp..SMBL.WEM22,-2.106740901,4.56E-09,1.28E-05
Arthrobacter.sp..ATA002,-2.106740901,4.56E-09,1.28E-05
Propioniciclava.sp..MC1595,-2.106740901,4.56E-09,1.28E-05
Microbacterium.sp..AZCO,-2.106740901,4.56E-09,1.28E-05
Halomicronema.hongdechloris,-2.106740901,4.56E-09,1.28E-05
Aequorivita.sp..Ant34.E75,-2.106740901,4.56E-09,1.28E-05
Actinomyces.oris,-2.106740901,4.56E-09,1.28E-05
Eggerthella.guodeyinii,-2.106740901,4.56E-09,1.28E-05
Campylobacter.showae,-2.106740901,4.56E-09,1.28E-05
Bifidobacterium.sp..ESL0732,-2.106740901,4.56E-09,1.28E-05
Rufibacter.tibetensis,-2.106740901,4.56E-09,1.28E-05
Flavobacterium.cupriresistens,-2.106740901,4.56E-09,1.28E-05
Streptomyces.luteoverticillatus,-2.106740901,4.56E-09,1.28E-05
Larkinella.insperata,-2.106740901,4.56E-09,1.28E-05
Nakamurella.panacisegetis,-2.106740901,4.56E-09,1.28E-05
Paucibacter.sp..KCTC.42545,-2.106740901,4.56E-09,1.28E-05
Methylomicrobium.album,-2.106740901,4.56E-09,1.28E-05
Priestia.filamentosa,-2.106740901,4.56E-09,1.28E-05
Pontibacter.actiniarum,-2.106740901,4.56E-09,1.28E-05
Kribbella.sp..NBC_00382,-2.106740901,4.56E-09,1.28E-05
Microvirga.ossetica,-2.106740901,4.56E-09,1.28E-05
Pseudomonas.fluorescens,-2.106740901,4.56E-09,1.28E-05
Hypericibacter.terrae,-2.106740901,4.56E-09,1.28E-05
Prevotella.nigrescens,-2.106740901,4.56E-09,1.28E-05
Sneathia.vaginalis,-2.106740901,4.56E-09,1.28E-05
Arthrobacter.sp..YN,-2.106740901,4.56E-09,1.28E-05
Mucilaginibacter.sabulilitoris,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.macerans,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..FSL.R10.2734,-2.106740901,4.56E-09,1.28E-05
Geobacter.metallireducens,-2.106740901,4.56E-09,1.28E-05
Solidesulfovibrio.carbinoliphilus,-2.106740901,4.56E-09,1.28E-05
Acinetobacter.sp..Marseille.Q1620,-2.106740901,4.56E-09,1.28E-05
Desulfolutivibrio.sulfoxidireducens,-2.106740901,4.56E-09,1.28E-05
Celeribacter.ethanolicus,-2.106740901,4.56E-09,1.28E-05
Treponema.saccharophilum,-2.106740901,4.56E-09,1.28E-05
Mangrovimonas.sp..YM274,-2.106740901,4.56E-09,1.28E-05
Streptomyces.sp..DSM.40868,-2.106740901,4.56E-09,1.28E-05
Caldicellulosiruptor.changbaiensis,-2.106740901,4.56E-09,1.28E-05
Paraburkholderia.atlantica,-2.106740901,4.56E-09,1.28E-05
Tellurirhabdus.rosea,-2.106740901,4.56E-09,1.28E-05
Deinococcus.radiodurans,-2.106740901,4.56E-09,1.28E-05
Hymenobacter.sedentarius,-2.106740901,4.56E-09,1.28E-05
Mycolicibacterium.mengxianglii,-2.106740901,4.56E-09,1.28E-05
Commensalibacter.melissae,-2.106740901,4.56E-09,1.28E-05
Siansivirga.zeaxanthinifaciens,-2.106740901,4.56E-09,1.28E-05
Rhodococcus.sp..SGAir0479,-2.106740901,4.56E-09,1.28E-05
Desulfobacter.hydrogenophilus,-2.106740901,4.56E-09,1.28E-05
Simplicispira.suum,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.swuensis,-2.106740901,4.56E-09,1.28E-05
Anaerohalosphaera.lusitana,-2.106740901,4.56E-09,1.28E-05
Clostridium.estertheticum,-2.106740901,4.56E-09,1.28E-05
Bombiscardovia.apis,-2.106740901,4.56E-09,1.28E-05
Borrelia.sp..BU.AG58,-2.106740901,4.56E-09,1.28E-05
Pseudomonas.chlororaphis,-2.106740901,4.56E-09,1.28E-05
Epilithonimonas.zeae,-2.106740901,4.56E-09,1.28E-05
Mycobacterium.sp..DL440,-2.106740901,4.56E-09,1.28E-05
Staphylococcus.caprae,-2.106740901,4.56E-09,1.28E-05
Paraliobacillus.zengyii,-2.106740901,4.56E-09,1.28E-05
Peribacillus.butanolivorans,-2.106740901,4.56E-09,1.28E-05
Sphingomonas.glaciei,-2.106740901,4.56E-09,1.28E-05
Micropruina.glycogenica,-2.106740901,4.56E-09,1.28E-05
Paenisporosarcina.cavernae,-2.106740901,4.56E-09,1.28E-05
Mucilaginibacter.ginsenosidivorax,-2.106740901,4.56E-09,1.28E-05
Enterobacter.roggenkampii,-2.106740901,4.56E-09,1.28E-05
Spiroplasma.sp..TIUS.1,-2.106740901,4.56E-09,1.28E-05
Paraburkholderia.phymatum,-2.106740901,4.56E-09,1.28E-05
Sphingobium.baderi,-2.106740901,4.56E-09,1.28E-05
Pseudoduganella.lutea,-2.106740901,4.56E-09,1.28E-05
Weissella.cibaria,-2.106740901,4.56E-09,1.28E-05
Flavobacterium.sp..MDT1.60,-2.106740901,4.56E-09,1.28E-05
Flavobacterium.limnophilum,-2.106740901,4.56E-09,1.28E-05
Lancefieldella.sp..Marseille.Q7238,-2.106740901,4.56E-09,1.28E-05
Paraclostridium.sordellii,-2.106740901,4.56E-09,1.28E-05
Chromohalobacter.salexigens,-2.106740901,4.56E-09,1.28E-05
Rhodococcus.rhodochrous,-2.106740901,4.56E-09,1.28E-05
Lacticaseibacillus.paracasei,-2.106740901,4.56E-09,1.28E-05
Sediminispirochaeta.smaragdinae,-2.106740901,4.56E-09,1.28E-05
Gottschalkia.acidurici,-2.106740901,4.56E-09,1.28E-05
Crassaminicella.indica,-2.106740901,4.56E-09,1.28E-05
Catenibacterium.mitsuokai,-2.106740901,4.56E-09,1.28E-05
Marinifilum.fragile,-2.106740901,4.56E-09,1.28E-05
Hymenobacter.sp..5317J.9,-2.106740901,4.56E-09,1.28E-05
Corynebacterium.uberis,-2.106740901,4.56E-09,1.28E-05
Rhodanobacter.thiooxydans,-2.106740901,4.56E-09,1.28E-05
Gracilibacillus.salitolerans,-2.106740901,4.56E-09,1.28E-05
Chitinophaga.sp..GPA1,-2.106740901,4.56E-09,1.28E-05
Clostridium.fermenticellae,-2.106740901,4.56E-09,1.28E-05
Chordicoccus.furentiruminis,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.albus,-2.106740901,4.56E-09,1.28E-05
Nonlabens.sp..MIC269,-2.106740901,4.56E-09,1.28E-05
Aquincola.tertiaricarbonis,-2.106740901,4.56E-09,1.28E-05
Akkermansia.muciniphila,-2.106740901,4.56E-09,1.28E-05
Anseongella.ginsenosidimutans,-2.106740901,4.56E-09,1.28E-05
Stieleria.varia,-2.106740901,4.56E-09,1.28E-05
Chakrabartyella.piscis,-2.106740901,4.56E-09,1.28E-05
Streptomyces.sp..NBC_01450,-2.106740901,4.56E-09,1.28E-05
Streptomyces.sp..NBC_01317,-2.106740901,4.56E-09,1.28E-05
Pseudanabaena.galeata,-2.106740901,4.56E-09,1.28E-05
Variovorax.sp..PBL.H6,-2.106740901,4.56E-09,1.28E-05
Wenzhouxiangella.sp..AB.CW3,-2.106740901,4.56E-09,1.28E-05
Devosia.salina,-2.106740901,4.56E-09,1.28E-05
Paramagnetospirillum.magneticum,-2.106740901,4.56E-09,1.28E-05
Acididesulfobacillus.acetoxydans,-2.106740901,4.56E-09,1.28E-05
Vagococcus.lutrae,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..FSL.W8.0194,-2.106740901,4.56E-09,1.28E-05
Thermobacillus.composti,-2.106740901,4.56E-09,1.28E-05
Neobacillus.cucumis,-2.106740901,4.56E-09,1.28E-05
Acinetobacter.calcoaceticus,-2.106740901,4.56E-09,1.28E-05
Sphingobium.sp..EP60837,-2.106740901,4.56E-09,1.28E-05
Thalassovita.sp.,-2.106740901,4.56E-09,1.28E-05
Streptomyces.acidiscabies,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.crassostreae,-2.106740901,4.56E-09,1.28E-05
Methanosphaerula.palustris,-2.106740901,4.56E-09,1.28E-05
Lysobacter.soli,-2.106740901,4.56E-09,1.28E-05
Dechloromonas.denitrificans,-2.106740901,4.56E-09,1.28E-05
Micromonospora.sp..NBC_00330,-2.106740901,4.56E-09,1.28E-05
Mycobacterium.avium,-2.106740901,4.56E-09,1.28E-05
Nocardioides.sp..zg.1228,-2.106740901,4.56E-09,1.28E-05
Rhizobium.leguminosarum,-2.106740901,4.56E-09,1.28E-05
Desulfosarcina.alkanivorans,-2.106740901,4.56E-09,1.28E-05
Marispirochaeta.sp.,-2.106740901,4.56E-09,1.28E-05
Chitinophaga.caseinilytica,-2.106740901,4.56E-09,1.28E-05
Paraprevotella.clara,-2.106740901,4.56E-09,1.28E-05
Sarcina.sp..JB2,-2.106740901,4.56E-09,1.28E-05
Parvimonas.micra,-2.106740901,4.56E-09,1.28E-05
Asticcacaulis.sp..DW145,-2.106740901,4.56E-09,1.28E-05
Desulfonema.limicola,-2.106740901,4.56E-09,1.28E-05
Reinekea.forsetii,-2.106740901,4.56E-09,1.28E-05
Humibacter.ginsenosidimutans,-2.106740901,4.56E-09,1.28E-05
Anabaenopsis.elenkinii,-2.106740901,4.56E-09,1.28E-05
Deinococcus.aquaticus,-2.106740901,4.56E-09,1.28E-05
Verminephrobacter.eiseniae,-2.106740901,4.56E-09,1.28E-05
Streptomyces.microflavus,-2.106740901,4.56E-09,1.28E-05
Microbacterium.azadirachtae,-2.106740901,4.56E-09,1.28E-05
Mycolicibacillus.parakoreensis,-2.106740901,4.56E-09,1.28E-05
Desulfomicrobium.sp..ZS1,-2.106740901,4.56E-09,1.28E-05
Streptococcus.ratti,-2.106740901,4.56E-09,1.28E-05
Nitrosospira.sp..Is2,-2.106740901,4.56E-09,1.28E-05
Caldicellulosiruptor.bescii,-2.106740901,4.56E-09,1.28E-05
Christiangramia.flava,-2.106740901,4.56E-09,1.28E-05
Roseovarius.pacificus,-2.106740901,4.56E-09,1.28E-05
Acinetobacter.sp..XS.4,-2.106740901,4.56E-09,1.28E-05
Streptomyces.sp..BHT.5.2,-2.106740901,4.56E-09,1.28E-05
Dactylosporangium.roseum,-2.106740901,4.56E-09,1.28E-05
Acinetobacter.septicus,-2.106740901,4.56E-09,1.28E-05
Leucobacter.triazinivorans,-2.106740901,4.56E-09,1.28E-05
Tamlana.sp..s12,-2.106740901,4.56E-09,1.28E-05
Leifsonia.sp..ZF2019,-2.106740901,4.56E-09,1.28E-05
Streptomyces.sp..SS7,-2.106740901,4.56E-09,1.28E-05
Dermatobacter.hominis,-2.106740901,4.56E-09,1.28E-05
Sediminibacterium.sp..TEGAF015,-2.106740901,4.56E-09,1.28E-05
Mycetocola.sp..JXN.3,-2.106740901,4.56E-09,1.28E-05
Arthrobacter.polaris,-2.106740901,4.56E-09,1.28E-05
Niveibacterium.sp..SC.1,-2.106740901,4.56E-09,1.28E-05
Methylomonas.rhizoryzae,-2.106740901,4.56E-09,1.28E-05
Desulfohalobium.retbaense,-2.106740901,4.56E-09,1.28E-05
Dietzia.kunjamensis,-2.106740901,4.56E-09,1.28E-05
Flavobacterium.sp..20NA77.7,-2.106740901,4.56E-09,1.28E-05
Selenomonas.sp..oral.taxon.136,-2.106740901,4.56E-09,1.28E-05
Halioglobus.maricola,-2.106740901,4.56E-09,1.28E-05
Francisella.frigiditurris,-2.106740901,4.56E-09,1.28E-05
Flavobacterium.sp..KACC.22761,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.pabuli,-2.106740901,4.56E-09,1.28E-05
Schaalia.radingae,-2.106740901,4.56E-09,1.28E-05
Marinomonas.mediterranea,-2.106740901,4.56E-09,1.28E-05
Gordonia.hongkongensis,-2.106740901,4.56E-09,1.28E-05
Leptotrichia.sp..oral.taxon.847,-2.106740901,4.56E-09,1.28E-05
Arcanobacterium.phocae,-2.106740901,4.56E-09,1.28E-05
Pseudomonas.putida,-2.106740901,4.56E-09,1.28E-05
Allobaculum.mucilyticum,-2.106740901,4.56E-09,1.28E-05
Acetivibrio.saccincola,-2.106740901,4.56E-09,1.28E-05
Streptomyces.europaeiscabiei,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.albicereus,-2.106740901,4.56E-09,1.28E-05
Mycobacterium.sp..MS1601,-2.106740901,4.56E-09,1.28E-05
Collimonas.pratensis,-2.106740901,4.56E-09,1.28E-05
Clostridium.sporogenes,-2.106740901,4.56E-09,1.28E-05
Streptobacillus.moniliformis,-2.106740901,4.56E-09,1.28E-05
uncultured.Cohaesibacter.sp.,-2.106740901,4.56E-09,1.28E-05
Kerstersia.gyiorum,-2.106740901,4.56E-09,1.28E-05
Caminibacter.mediatlanticus,-2.106740901,4.56E-09,1.28E-05
Mycolicibacterium.sp..HK.90,-2.106740901,4.56E-09,1.28E-05
Deefgea.piscis,-2.106740901,4.56E-09,1.28E-05
Microbacterium.sp..LWH13.1.2,-2.106740901,4.56E-09,1.28E-05
Kluyvera.cryocrescens,-2.106740901,4.56E-09,1.28E-05
Listeria.ivanovii,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.beijingensis,-2.106740901,4.56E-09,1.28E-05
Kozakia.baliensis,-2.106740901,4.56E-09,1.28E-05
Janibacter.indicus,-2.106740901,4.56E-09,1.28E-05
Epilithonimonas.vandammei,-2.106740901,4.56E-09,1.28E-05
Actinomycetospora.sp..NBC_00405,-2.106740901,4.56E-09,1.28E-05
Actinomyces.sp..Chiba101,-2.106740901,4.56E-09,1.28E-05
Chryseobacterium.sp..ZHDP1,-2.106740901,4.56E-09,1.28E-05
Pistricoccus.aurantiacus,-2.106740901,4.56E-09,1.28E-05
Thermincola.potens,-2.106740901,4.56E-09,1.28E-05
Pseudomonas.plecoglossicida,-2.106740901,4.56E-09,1.28E-05
Solobacterium.moorei,-2.106740901,4.56E-09,1.28E-05
Clostridium.isatidis,-2.106740901,4.56E-09,1.28E-05
Streptococcus.pneumoniae,-2.106740901,4.56E-09,1.28E-05
Streptomonospora.nanhaiensis,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.rhizovicinus,-2.106740901,4.56E-09,1.28E-05
Miltoncostaea.oceani,-2.106740901,4.56E-09,1.28E-05
Francisella.halioticida,-2.106740901,4.56E-09,1.28E-05
Chryseobacterium.indoltheticum,-2.106740901,4.56E-09,1.28E-05
Streptococcus.parasuis,-2.106740901,4.56E-09,1.28E-05
Mycobacterium.ostraviense,-2.106740901,4.56E-09,1.28E-05
Syntrophomonas.wolfei,-2.106740901,4.56E-09,1.28E-05
Proteus.mirabilis,-2.106740901,4.56E-09,1.28E-05
Gillisia.sp..Hel1_33_143,-2.106740901,4.56E-09,1.28E-05
Alicyclobacillus.acidocaldarius,-2.106740901,4.56E-09,1.28E-05
Marisediminicola.antarctica,-2.106740901,4.56E-09,1.28E-05
Bacillus.shivajii,-2.106740901,4.56E-09,1.28E-05
Kroppenstedtia.eburnea,-2.106740901,4.56E-09,1.28E-05
Streptomyces.bathyalis,-2.106740901,4.56E-09,1.28E-05
Brachyspira.hampsonii,-2.106740901,4.56E-09,1.28E-05
Pedobacter.sp..FW305.3.2.15.E.R2A2,-2.106740901,4.56E-09,1.28E-05
Granulicatella.elegans,-2.106740901,4.56E-09,1.28E-05
Brevibacillus.brevis,-2.106740901,4.56E-09,1.28E-05
Thalassovita.gelatinovora,-2.106740901,4.56E-09,1.28E-05
Streptomyces.harbinensis,-2.106740901,4.56E-09,1.28E-05
Bacteroides.stercoris,-2.106740901,4.56E-09,1.28E-05
Mageeibacillus.indolicus,-2.106740901,4.56E-09,1.28E-05
Chryseobacterium.sp..C.71,-2.106740901,4.56E-09,1.28E-05
Bacteroides.sp..M10,-2.106740901,4.56E-09,1.28E-05
Haliovirga.abyssi,-2.106740901,4.56E-09,1.28E-05
Synechococcus.elongatus,-2.106740901,4.56E-09,1.28E-05
Brachyspira.intermedia,-2.106740901,4.56E-09,1.28E-05
Polyangium.aurulentum,-2.106740901,4.56E-09,1.28E-05
Phaeobacter.gallaeciensis,-2.106740901,4.56E-09,1.28E-05
Vibrio.vulnificus,-2.106740901,4.56E-09,1.28E-05
Leadbettera.azotonutricia,-2.106740901,4.56E-09,1.28E-05
Oleidesulfovibrio.alaskensis,-2.106740901,4.56E-09,1.28E-05
Komagataeibacter.oboediens,-2.106740901,4.56E-09,1.28E-05
Polynucleobacter.paneuropaeus,-2.106740901,4.56E-09,1.28E-05
Bacteroides.intestinalis,-2.106740901,4.56E-09,1.28E-05
Octadecabacter.antarcticus,-2.106740901,4.56E-09,1.28E-05
Actinoalloteichus.hoggarensis,-2.106740901,4.56E-09,1.28E-05
Nakamurella.multipartita,-2.106740901,4.56E-09,1.28E-05
Marinomonas.sp..FW.1,-2.106740901,4.56E-09,1.28E-05
Sulfurimicrobium.lacus,-2.106740901,4.56E-09,1.28E-05
Chitinophaga.filiformis,-2.106740901,4.56E-09,1.28E-05
Streptantibioticus.cattleyicolor,-2.106740901,4.56E-09,1.28E-05
Labrys.sp..KNU.23,-2.106740901,4.56E-09,1.28E-05
Geomonas.subterranea,-2.106740901,4.56E-09,1.28E-05
Desulfoluna.limicola,-2.106740901,4.56E-09,1.28E-05
Candidatus.Desulforudis.audaxviator,-2.106740901,4.56E-09,1.28E-05
Rhodopseudomonas.palustris,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..FSL.M8.0142,-2.106740901,4.56E-09,1.28E-05
